Rok,Województwo,Populacja,Specjalność komórki,Liczba porad AOS,Liczba porad AOS/1 tys. mieszk.,Liczba poradni AOS,Liczba poradni AOS/10 tys. mieszk.
2021,warmińsko-mazurskie,1405359,poradnia chorób zakaźnych dla dzieci,733,0.52,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia dermatologiczna,148316,105.54,37,0.26
2021,warmińsko-mazurskie,1405359,poradnia dermatologiczna dla dzieci,3975,2.83,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia diabetologiczna,61808,43.98,20,0.14
2021,warmińsko-mazurskie,1405359,poradnia diabetologiczna dla dzieci,3258,2.32,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia endokrynologiczna,69714,49.61,21,0.15
2021,warmińsko-mazurskie,1405359,poradnia endokrynologiczna dla dzieci,10679,7.6,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia foniatryczna,4066,2.89,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia gastroenterologiczna,27162,19.33,10,0.07
2021,warmińsko-mazurskie,1405359,poradnia gastroenterologiczna dla dzieci,1694,1.21,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia genetyczna dla dzieci,1254,0.89,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia geriatryczna,1843,1.31,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia ginekologiczna dla dziewcząt,955,0.68,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia gruźlicy i chorób płuc,68951,49.06,18,0.13
2021,warmińsko-mazurskie,1405359,poradnia gruźlicy i chorób płuc dla dzieci,1923,1.37,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia hematologiczna,9142,6.51,3,0.02
2021,warmińsko-mazurskie,1405359,poradnia hepatologiczna,368,0.26,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia kardiochirurgiczna,894,0.64,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia kardiologiczna,127118,90.45,37,0.26
2021,warmińsko-mazurskie,1405359,poradnia kardiologiczna dla dzieci,8122,5.78,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia leczenia bólu,10880,7.74,6,0.04
2021,warmińsko-mazurskie,1405359,poradnia leczenia zeza dla dzieci,7759,5.52,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia logopedyczna,47624,33.89,33,0.23
2021,warmińsko-mazurskie,1405359,poradnia logopedyczna dla dzieci,10912,7.76,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia medycyny sportowej,8291,5.9,10,0.07
2021,warmińsko-mazurskie,1405359,poradnia nadciśnienia tętniczego,4764,3.39,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia nefrologiczna,12486,8.88,9,0.06
2021,warmińsko-mazurskie,1405359,poradnia nefrologiczna dla dzieci,2534,1.8,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia neonatologiczna,10316,7.34,6,0.04
2021,warmińsko-mazurskie,1405359,poradnia neurochirurgiczna,17599,12.52,4,0.03
2021,warmińsko-mazurskie,1405359,poradnia neurologiczna,129321,92.02,46,0.33
2021,warmińsko-mazurskie,1405359,poradnia neurologiczna dla dzieci,7789,5.54,3,0.02
2021,warmińsko-mazurskie,1405359,poradnia okulistyczna,154250,109.76,47,0.33
2021,warmińsko-mazurskie,1405359,poradnia okulistyczna dla dzieci,7536,5.36,2,0.01
2021,warmińsko-mazurskie,1405359,poradnia onkologiczna,33454,23.8,10,0.07
2021,warmińsko-mazurskie,1405359,poradnia onkologii i hematologii dziecięcej,3748,2.67,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia osteoporozy,12903,9.18,6,0.04
2021,warmińsko-mazurskie,1405359,poradnia otorynolaryngologiczna,145171,103.3,55,0.39
2021,warmińsko-mazurskie,1405359,poradnia otorynolaryngologiczna dla dzieci,10116,7.2,4,0.03
2021,warmińsko-mazurskie,1405359,poradnia położniczo-ginekologiczna,313315,222.94,109,0.78
2021,warmińsko-mazurskie,1405359,poradnia preluksacyjna,21702,15.44,17,0.12
2021,warmińsko-mazurskie,1405359,poradnia profilaktyczno-lecznicza (hiv/aids),140,0.1,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia proktologiczna,2074,1.48,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia radioterapii,6566,4.67,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia reumatologiczna,45175,32.14,13,0.09
2021,warmińsko-mazurskie,1405359,poradnia reumatologiczna dla dzieci,1413,1.01,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia transplantacji nerek,1270,0.9,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia urologiczna,90506,64.4,33,0.23
2021,warmińsko-mazurskie,1405359,poradnia urologiczna dla dzieci,2336,1.66,1,0.01
2021,warmińsko-mazurskie,1405359,poradnia wad postawy,3546,2.52,7,0.05
2021,warmińsko-mazurskie,1405359,poradnia wenerologiczna,3608,2.57,1,0.01
2021,warmińsko-mazurskie,1405359,pracownia diagnostyki obrazowej,749,0.53,1,0.01
2021,warmińsko-mazurskie,1405359,pracownia endoskopii,37718,26.84,29,0.21
2021,warmińsko-mazurskie,1405359,pracownia endoskopii dla dzieci,115,0.08,1,0.01
2021,warmińsko-mazurskie,1405359,pracownia lub zakład medycyny nuklearnej,450,0.32,1,0.01
2021,warmińsko-mazurskie,1405359,pracownia rezonansu magnetycznego,55740,39.66,12,0.09
2021,warmińsko-mazurskie,1405359,pracownia scyntygrafii,2410,1.71,1,0.01
2021,warmińsko-mazurskie,1405359,pracownia tomografii komputerowej,57147,40.66,23,0.16
2021,wielkopolskie,3489074,inne pracownie diagnostyczne lub zabiegowe,198,0.06,1,0
2021,wielkopolskie,3489074,poradnia alergologiczna,149038,42.72,43,0.12
2021,wielkopolskie,3489074,poradnia alergologiczna dla dzieci,35313,10.12,10,0.03
2021,wielkopolskie,3489074,poradnia audiologiczna,14350,4.11,7,0.02
2021,wielkopolskie,3489074,poradnia audiologiczna dla dzieci,1249,0.36,1,0
2021,wielkopolskie,3489074,poradnia chemioterapii,14546,4.17,1,0
2021,wielkopolskie,3489074,poradnia chirurgii klatki piersiowej,5597,1.6,2,0.01
2021,wielkopolskie,3489074,poradnia chirurgii naczyniowej,42796,12.27,19,0.05
2021,wielkopolskie,3489074,poradnia chirurgii ogólnej,578250,165.73,125,0.36
2021,wielkopolskie,3489074,poradnia chirurgii ogólnej dla dzieci,97146,27.84,22,0.06
2021,wielkopolskie,3489074,poradnia chirurgii onkologicznej,85196,24.42,21,0.06
2021,wielkopolskie,3489074,poradnia chirurgii onkologicznej dla dzieci,100,0.03,1,0
2021,wielkopolskie,3489074,poradnia chirurgii plastycznej,991,0.28,1,0
2021,wielkopolskie,3489074,poradnia chirurgii szczękowo-twarzowej,8549,2.45,5,0.01
2021,wielkopolskie,3489074,poradnia chirurgii urazowo-ortopedycznej,465205,133.33,101,0.29
2021,wielkopolskie,3489074,poradnia chirurgii urazowo-ortopedycznej dla dzieci,18270,5.24,10,0.03
2021,wielkopolskie,3489074,poradnia chorób metabolicznych,8072,2.31,6,0.02
2021,wielkopolskie,3489074,poradnia chorób metabolicznych dla dzieci,1289,0.37,1,0
2021,wielkopolskie,3489074,poradnia chorób naczyń,17567,5.03,14,0.04
2021,wielkopolskie,3489074,poradnia chorób odzwierzęcych i pasożytniczych,2374,0.68,1,0
2021,wielkopolskie,3489074,poradnia chorób płuc,72608,20.81,29,0.08
2021,wielkopolskie,3489074,poradnia chorób płuc dla dzieci,2355,0.67,3,0.01
2021,wielkopolskie,3489074,poradnia chorób wewnętrznych,1046,0.3,15,0.04
2021,wielkopolskie,3489074,poradnia chorób zakaźnych,11425,3.27,4,0.01
2021,wielkopolskie,3489074,poradnia chorób zakaźnych dla dzieci,1862,0.53,3,0.01
2021,wielkopolskie,3489074,poradnia dermatologiczna,339607,97.33,120,0.34
2021,wielkopolskie,3489074,poradnia dermatologiczna dla dzieci,955,0.27,1,0
2021,wielkopolskie,3489074,poradnia diabetologiczna,154816,44.37,48,0.14
2021,wielkopolskie,3489074,poradnia diabetologiczna dla dzieci,5944,1.7,4,0.01
2021,wielkopolskie,3489074,poradnia endokrynologiczna,142033,40.71,31,0.09
2021,wielkopolskie,3489074,poradnia endokrynologiczna dla dzieci,5432,1.56,2,0.01
2021,wielkopolskie,3489074,poradnia endokrynologiczno-ginekologiczna,3415,0.98,1,0
2021,wielkopolskie,3489074,poradnia foniatryczna,5580,1.6,4,0.01
2021,wielkopolskie,3489074,poradnia gastroenterologiczna,28548,8.18,10,0.03
2021,wielkopolskie,3489074,poradnia gastroenterologiczna dla dzieci,4375,1.25,4,0.01
2021,wielkopolskie,3489074,poradnia genetyczna,6594,1.89,2,0.01
2021,wielkopolskie,3489074,poradnia geriatryczna,2827,0.81,9,0.03
2021,wielkopolskie,3489074,poradnia ginekologiczna,13092,3.75,8,0.02
2021,wielkopolskie,3489074,poradnia ginekologiczna dla dziewcząt,3110,0.89,2,0.01
2021,wielkopolskie,3489074,poradnia ginekologii onkologicznej,34207,9.8,3,0.01
2021,wielkopolskie,3489074,poradnia gruźlicy i chorób płuc,140551,40.28,46,0.13
2021,wielkopolskie,3489074,poradnia gruźlicy i chorób płuc dla dzieci,13124,3.76,7,0.02
2021,wielkopolskie,3489074,poradnia hematologiczna,48366,13.86,9,0.03
2021,wielkopolskie,3489074,poradnia hematologiczna dla dzieci,3282,0.94,1,0
2021,wielkopolskie,3489074,poradnia hepatologiczna,1815,0.52,2,0.01
2021,wielkopolskie,3489074,poradnia kardiochirurgiczna,2629,0.75,5,0.01
2021,wielkopolskie,3489074,poradnia kardiochirurgiczna dla dzieci,232,0.07,1,0
2021,wielkopolskie,3489074,poradnia kardiologiczna,370650,106.23,107,0.31
2021,wielkopolskie,3489074,poradnia kardiologiczna dla dzieci,13197,3.78,7,0.02
2021,wielkopolskie,3489074,poradnia leczenia bólu,19704,5.65,13,0.04
2021,wielkopolskie,3489074,poradnia leczenia mukowiscydozy,359,0.1,1,0
2021,wielkopolskie,3489074,poradnia leczenia niepłodności,1539,0.44,1,0
2021,wielkopolskie,3489074,poradnia leczenia zeza,22102,6.33,5,0.01
2021,wielkopolskie,3489074,poradnia logopedyczna,169906,48.7,91,0.26
2021,wielkopolskie,3489074,poradnia logopedyczna dla dzieci,2261,0.65,2,0.01
2021,wielkopolskie,3489074,poradnia medycyny sportowej,17833,5.11,9,0.03
2021,wielkopolskie,3489074,poradnia nadciśnienia tętniczego,3527,1.01,2,0.01
2021,wielkopolskie,3489074,poradnia nefrologiczna,39842,11.42,26,0.07
2021,wielkopolskie,3489074,poradnia nefrologiczna dla dzieci,5293,1.52,5,0.01
2021,wielkopolskie,3489074,poradnia neonatologiczna,8189,2.35,10,0.03
2021,wielkopolskie,3489074,poradnia neurochirurgiczna,17830,5.11,10,0.03
2021,wielkopolskie,3489074,poradnia neurochirurgiczna dla dzieci,1783,0.51,1,0
2021,wielkopolskie,3489074,poradnia neurologiczna,347912,99.71,127,0.36
2021,wielkopolskie,3489074,poradnia neurologiczna dla dzieci,26701,7.65,15,0.04
2021,wielkopolskie,3489074,poradnia okulistyczna,440183,126.16,122,0.35
2021,wielkopolskie,3489074,poradnia okulistyczna dla dzieci,21975,6.3,8,0.02
2021,wielkopolskie,3489074,poradnia onkologiczna,153769,44.07,39,0.11
2021,wielkopolskie,3489074,poradnia onkologii i hematologii dziecięcej,3936,1.13,2,0.01
2021,wielkopolskie,3489074,poradnia osteoporozy,5451,1.56,2,0.01
2021,wielkopolskie,3489074,poradnia otorynolaryngologiczna,354134,101.5,150,0.43
2021,wielkopolskie,3489074,poradnia otorynolaryngologiczna dla dzieci,17022,4.88,7,0.02
2021,wielkopolskie,3489074,poradnia pediatryczna,1022,0.29,11,0.03
2021,wielkopolskie,3489074,poradnia położniczo-ginekologiczna,695223,199.26,241,0.69
2021,wielkopolskie,3489074,poradnia preluksacyjna,38066,10.91,22,0.06
2021,wielkopolskie,3489074,poradnia profilaktyczno-lecznicza (hiv/aids),5637,1.62,1,0
2021,wielkopolskie,3489074,poradnia proktologiczna,20342,5.83,11,0.03
2021,wielkopolskie,3489074,poradnia radioterapii,43933,12.59,1,0
2021,wielkopolskie,3489074,poradnia reumatologiczna,82519,23.65,50,0.14
2021,wielkopolskie,3489074,poradnia reumatologiczna dla dzieci,1481,0.42,2,0.01
2021,wielkopolskie,3489074,poradnia transplantologiczna,5240,1.5,4,0.01
2021,wielkopolskie,3489074,poradnia transplantologiczna dla dzieci,513,0.15,1,0
2021,wielkopolskie,3489074,poradnia urologiczna,191091,54.77,89,0.26
2021,wielkopolskie,3489074,poradnia urologiczna dla dzieci,3703,1.06,2,0.01
2021,wielkopolskie,3489074,poradnia wad postawy,2439,0.7,3,0.01
2021,wielkopolskie,3489074,poradnia wenerologiczna,3756,1.08,1,0
2021,wielkopolskie,3489074,pracownia endoskopii,69122,19.81,49,0.14
2021,wielkopolskie,3489074,pracownia endoskopii dla dzieci,129,0.04,1,0
2021,wielkopolskie,3489074,pracownia lub zakład medycyny nuklearnej,4554,1.31,3,0.01
2021,wielkopolskie,3489074,pracownia rezonansu magnetycznego,126567,36.28,26,0.07
2021,wielkopolskie,3489074,pracownia tomografii komputerowej,120721,34.6,49,0.14
2021,wielkopolskie,3489074,pracownia usg,194,0.06,2,0.01
2021,zachodniopomorskie,1676920,poradnia alergologiczna,78265,46.67,21,0.13
2021,zachodniopomorskie,1676920,poradnia alergologiczna dla dzieci,1514,0.9,2,0.01
2021,zachodniopomorskie,1676920,poradnia audiologiczna,16159,9.64,8,0.05
2021,zachodniopomorskie,1676920,poradnia chemioterapii,16803,10.02,1,0.01
2021,zachodniopomorskie,1676920,poradnia chirurgii klatki piersiowej,5058,3.02,1,0.01
2021,zachodniopomorskie,1676920,poradnia chirurgii naczyniowej,8333,4.97,3,0.02
2021,zachodniopomorskie,1676920,poradnia chirurgii ogólnej,287546,171.47,75,0.45
2021,zachodniopomorskie,1676920,poradnia chirurgii ogólnej dla dzieci,30293,18.06,9,0.05
2021,zachodniopomorskie,1676920,poradnia chirurgii onkologicznej,27446,16.37,8,0.05
2021,zachodniopomorskie,1676920,poradnia chirurgii plastycznej,1587,0.95,1,0.01
2021,zachodniopomorskie,1676920,poradnia chirurgii szczękowo-twarzowej,5512,3.29,1,0.01
2021,zachodniopomorskie,1676920,poradnia chirurgii urazowo-ortopedycznej,287055,171.18,52,0.31
2021,zachodniopomorskie,1676920,poradnia chirurgii urazowo-ortopedycznej dla dzieci,9375,5.59,2,0.01
2021,zachodniopomorskie,1676920,poradnia chorób metabolicznych,3497,2.09,2,0.01
2021,zachodniopomorskie,1676920,poradnia chorób naczyń,7979,4.76,3,0.02
2021,zachodniopomorskie,1676920,poradnia chorób płuc,3275,1.95,2,0.01
2021,zachodniopomorskie,1676920,poradnia chorób wewnętrznych,353,0.21,4,0.02
2021,zachodniopomorskie,1676920,poradnia chorób zakaźnych,7911,4.72,3,0.02
2021,zachodniopomorskie,1676920,poradnia chorób zakaźnych dla dzieci,1441,0.86,1,0.01
2021,zachodniopomorskie,1676920,poradnia dermatologiczna,143217,85.4,58,0.35
2021,zachodniopomorskie,1676920,poradnia diabetologiczna,78473,46.8,32,0.19
2021,zachodniopomorskie,1676920,poradnia diabetologiczna dla dzieci,3523,2.1,2,0.01
2021,zachodniopomorskie,1676920,poradnia endokrynologiczna,73199,43.65,12,0.07
2021,zachodniopomorskie,1676920,poradnia endokrynologiczna dla dzieci,7294,4.35,1,0.01
2021,zachodniopomorskie,1676920,poradnia endokrynologiczno-ginekologiczna,3196,1.91,1,0.01
2021,zachodniopomorskie,1676920,poradnia gastroenterologiczna,29859,17.81,24,0.14
2021,zachodniopomorskie,1676920,poradnia gastroenterologiczna dla dzieci,3752,2.24,2,0.01
2021,zachodniopomorskie,1676920,poradnia genetyczna,1674,1,1,0.01
2021,zachodniopomorskie,1676920,poradnia genetyczno-onkologiczna,20897,12.46,1,0.01
2021,zachodniopomorskie,1676920,poradnia geriatryczna,2229,1.33,4,0.02
2021,zachodniopomorskie,1676920,poradnia ginekologiczna dla dziewcząt,5028,3,2,0.01
2021,zachodniopomorskie,1676920,poradnia gruźlicy i chorób płuc,95282,56.82,35,0.21
2021,zachodniopomorskie,1676920,poradnia gruźlicy i chorób płuc dla dzieci,9447,5.63,4,0.02
2021,zachodniopomorskie,1676920,poradnia hematologiczna,16286,9.71,5,0.03
2021,zachodniopomorskie,1676920,poradnia hematologiczna dla dzieci,4683,2.79,1,0.01
2021,zachodniopomorskie,1676920,poradnia hepatologiczna,9812,5.85,3,0.02
2021,zachodniopomorskie,1676920,poradnia immunologiczna,165,0.1,1,0.01
2021,zachodniopomorskie,1676920,poradnia kardiochirurgiczna,1524,0.91,1,0.01
2021,zachodniopomorskie,1676920,poradnia kardiologiczna,212591,126.77,48,0.29
2021,zachodniopomorskie,1676920,poradnia kardiologiczna dla dzieci,7974,4.76,3,0.02
2021,zachodniopomorskie,1676920,poradnia leczenia bólu,8217,4.9,4,0.02
2021,zachodniopomorskie,1676920,poradnia leczenia zeza,9583,5.71,1,0.01
2021,zachodniopomorskie,1676920,poradnia logopedyczna,46801,27.91,41,0.24
2021,zachodniopomorskie,1676920,poradnia medycyny sportowej,9753,5.82,12,0.07
2021,zachodniopomorskie,1676920,poradnia nadciśnienia tętniczego,3829,2.28,1,0.01
2021,zachodniopomorskie,1676920,poradnia nefrologiczna,19500,11.63,12,0.07
2021,zachodniopomorskie,1676920,poradnia nefrologiczna dla dzieci,3125,1.86,1,0.01
2021,zachodniopomorskie,1676920,poradnia neonatologiczna,3124,1.86,6,0.04
2021,zachodniopomorskie,1676920,poradnia neurochirurgiczna,8948,5.34,4,0.02
2021,zachodniopomorskie,1676920,poradnia neurochirurgiczna dla dzieci,1754,1.05,1,0.01
2021,zachodniopomorskie,1676920,poradnia neurologiczna,156903,93.57,63,0.38
2021,zachodniopomorskie,1676920,poradnia neurologiczna dla dzieci,9172,5.47,4,0.02
2021,zachodniopomorskie,1676920,poradnia okulistyczna,261129,155.72,63,0.38
2021,zachodniopomorskie,1676920,poradnia onkologiczna,72486,43.23,15,0.09
2021,zachodniopomorskie,1676920,poradnia otorynolaryngologiczna,152913,91.19,64,0.38
2021,zachodniopomorskie,1676920,poradnia otorynolaryngologiczna dla dzieci,5217,3.11,3,0.02
2021,zachodniopomorskie,1676920,poradnia patologii ciąży,8266,4.93,2,0.01
2021,zachodniopomorskie,1676920,poradnia pediatryczna,494,0.29,5,0.03
2021,zachodniopomorskie,1676920,poradnia położniczo-ginekologiczna,391655,233.56,133,0.79
2021,zachodniopomorskie,1676920,poradnia preluksacyjna,14102,8.41,10,0.06
2021,zachodniopomorskie,1676920,poradnia profilaktyczno-lecznicza (hiv/aids),5424,3.23,1,0.01
2021,zachodniopomorskie,1676920,poradnia proktologiczna,2403,1.43,1,0.01
2021,zachodniopomorskie,1676920,poradnia radioterapii,20276,12.09,2,0.01
2021,zachodniopomorskie,1676920,poradnia reumatologiczna,38254,22.81,18,0.11
2021,zachodniopomorskie,1676920,poradnia reumatologiczna dla dzieci,1811,1.08,2,0.01
2021,zachodniopomorskie,1676920,poradnia transplantologiczna,5993,3.57,3,0.02
2021,zachodniopomorskie,1676920,poradnia urologiczna,130340,77.73,51,0.3
2021,zachodniopomorskie,1676920,poradnia wad postawy,4363,2.6,5,0.03
2021,zachodniopomorskie,1676920,pracownia endoskopii,47114,28.1,34,0.2
2021,zachodniopomorskie,1676920,pracownia endoskopii dla dzieci,69,0.04,1,0.01
2021,zachodniopomorskie,1676920,pracownia lub zakład medycyny nuklearnej,9051,5.4,3,0.02
2021,zachodniopomorskie,1676920,pracownia rezonansu magnetycznego,63816,38.06,15,0.09
2021,zachodniopomorskie,1676920,pracownia tomografii komputerowej,64847,38.67,20,0.12
2021,zachodniopomorskie,1676920,pracownia usg,350,0.21,2,0.01
2021,łódzkie,2416902,inne pracownie diagnostyczne lub zabiegowe,991,0.41,2,0.01
2021,łódzkie,2416902,oddział gastroenterologiczny dla dzieci,305,0.13,1,0
2021,łódzkie,2416902,poradnia alergologiczna,115292,47.7,42,0.17
2021,łódzkie,2416902,poradnia alergologiczna dla dzieci,61524,25.46,21,0.09
2021,łódzkie,2416902,poradnia andrologiczna,742,0.31,1,0
2021,łódzkie,2416902,poradnia audiologiczna,5440,2.25,3,0.01
2021,łódzkie,2416902,poradnia audiologiczna dla dzieci,4638,1.92,3,0.01
2021,łódzkie,2416902,poradnia chemioterapii,2284,0.95,1,0
2021,łódzkie,2416902,poradnia chirurgii klatki piersiowej,10025,4.15,3,0.01
2021,łódzkie,2416902,poradnia chirurgii naczyniowej,18089,7.48,7,0.03
2021,łódzkie,2416902,poradnia chirurgii ogólnej,292169,120.89,75,0.31
2021,łódzkie,2416902,poradnia chirurgii ogólnej dla dzieci,38791,16.05,13,0.05
2021,łódzkie,2416902,poradnia chirurgii onkologicznej,41703,17.25,14,0.06
2021,łódzkie,2416902,poradnia chirurgii onkologicznej dla dzieci,1982,0.82,1,0
2021,łódzkie,2416902,poradnia chirurgii plastycznej,4490,1.86,1,0
2021,łódzkie,2416902,poradnia chirurgii szczękowo-twarzowej,34123,14.12,8,0.03
2021,łódzkie,2416902,poradnia chirurgii urazowo-ortopedycznej,495071,204.84,64,0.26
2021,łódzkie,2416902,poradnia chirurgii urazowo-ortopedycznej dla dzieci,15171,6.28,5,0.02
2021,łódzkie,2416902,poradnia chorób metabolicznych,4794,1.98,5,0.02
2021,łódzkie,2416902,poradnia chorób metabolicznych dla dzieci,2161,0.89,1,0
2021,łódzkie,2416902,poradnia chorób naczyń,16091,6.66,4,0.02
2021,łódzkie,2416902,poradnia chorób płuc,68827,28.48,25,0.1
2021,łódzkie,2416902,poradnia chorób płuc dla dzieci,2899,1.2,4,0.02
2021,łódzkie,2416902,poradnia chorób zakaźnych,17510,7.24,4,0.02
2021,łódzkie,2416902,poradnia chorób zakaźnych dla dzieci,1852,0.77,2,0.01
2021,łódzkie,2416902,poradnia dermatologiczna,279568,115.67,98,0.41
2021,łódzkie,2416902,poradnia diabetologiczna,156500,64.75,51,0.21
2021,łódzkie,2416902,poradnia diabetologiczna dla dzieci,5688,2.35,2,0.01
2021,łódzkie,2416902,poradnia endokrynologiczna,129689,53.66,35,0.14
2021,łódzkie,2416902,poradnia endokrynologiczna dla dzieci,7204,2.98,4,0.02
2021,łódzkie,2416902,poradnia endokrynologiczna osteoporozy,6015,2.49,2,0.01
2021,łódzkie,2416902,poradnia foniatryczna,1024,0.42,1,0
2021,łódzkie,2416902,poradnia gastroenterologiczna,50378,20.84,29,0.12
2021,łódzkie,2416902,poradnia gastroenterologiczna dla dzieci,11010,4.56,5,0.02
2021,łódzkie,2416902,poradnia genetyczna,11718,4.85,6,0.02
2021,łódzkie,2416902,poradnia geriatryczna,4633,1.92,8,0.03
2021,łódzkie,2416902,poradnia ginekologiczna,26465,10.95,18,0.07
2021,łódzkie,2416902,poradnia ginekologiczna dla dziewcząt,2434,1.01,2,0.01
2021,łódzkie,2416902,poradnia gruźlicy i chorób płuc,84629,35.02,26,0.11
2021,łódzkie,2416902,poradnia gruźlicy i chorób płuc dla dzieci,24031,9.94,8,0.03
2021,łódzkie,2416902,poradnia hematologiczna,35771,14.8,2,0.01
2021,łódzkie,2416902,poradnia hepatologiczna,16236,6.72,6,0.02
2021,łódzkie,2416902,poradnia immunologiczna,2114,0.87,2,0.01
2021,łódzkie,2416902,poradnia immunologiczna dla dzieci,2636,1.09,1,0
2021,łódzkie,2416902,poradnia kardiochirurgiczna,4429,1.83,2,0.01
2021,łódzkie,2416902,poradnia kardiologiczna,305519,126.41,67,0.28
2021,łódzkie,2416902,poradnia kardiologiczna dla dzieci,11826,4.89,6,0.02
2021,łódzkie,2416902,poradnia leczenia bólu,6248,2.59,9,0.04
2021,łódzkie,2416902,poradnia leczenia mukowiscydozy dla dzieci,834,0.35,1,0
2021,łódzkie,2416902,poradnia leczenia niepłodności,4080,1.69,2,0.01
2021,łódzkie,2416902,poradnia leczenia zeza,7509,3.11,6,0.02
2021,łódzkie,2416902,poradnia logopedyczna,72160,29.86,40,0.17
2021,łódzkie,2416902,poradnia logopedyczna dla dzieci,1017,0.42,2,0.01
2021,łódzkie,2416902,poradnia medycyny sportowej,4029,1.67,5,0.02
2021,łódzkie,2416902,poradnia medycyny sportowej dla dzieci,692,0.29,1,0
2021,łódzkie,2416902,poradnia nefrologiczna,28508,11.8,20,0.08
2021,łódzkie,2416902,poradnia nefrologiczna dla dzieci,7104,2.94,4,0.02
2021,łódzkie,2416902,poradnia neonatologiczna,4968,2.06,8,0.03
2021,łódzkie,2416902,poradnia neurochirurgiczna,17374,7.19,7,0.03
2021,łódzkie,2416902,poradnia neurochirurgiczna dla dzieci,2169,0.9,1,0
2021,łódzkie,2416902,poradnia neurologiczna,291644,120.67,89,0.37
2021,łódzkie,2416902,poradnia neurologiczna dla dzieci,14205,5.88,8,0.03
2021,łódzkie,2416902,poradnia okulistyczna,459805,190.25,115,0.48
2021,łódzkie,2416902,poradnia okulistyczna dla dzieci,31361,12.98,17,0.07
2021,łódzkie,2416902,poradnia onkologiczna,119399,49.4,27,0.11
2021,łódzkie,2416902,poradnia onkologii i hematologii dziecięcej,7624,3.15,1,0
2021,łódzkie,2416902,poradnia osteoporozy,20038,8.29,8,0.03
2021,łódzkie,2416902,poradnia otorynolaryngologiczna,218250,90.3,94,0.39
2021,łódzkie,2416902,poradnia otorynolaryngologiczna dla dzieci,13801,5.71,12,0.05
2021,łódzkie,2416902,poradnia patologii ciąży,5073,2.1,1,0
2021,łódzkie,2416902,poradnia pediatryczna szczepień dla dzieci z grup wysokiego ryzyka,3757,1.55,1,0
2021,łódzkie,2416902,poradnia położniczo-ginekologiczna,416284,172.24,151,0.62
2021,łódzkie,2416902,poradnia preluksacyjna,13515,5.59,13,0.05
2021,łódzkie,2416902,poradnia profilaktyczno-lecznicza (hiv/aids),3779,1.56,1,0
2021,łódzkie,2416902,poradnia proktologiczna,11436,4.73,8,0.03
2021,łódzkie,2416902,poradnia radioterapii,9811,4.06,1,0
2021,łódzkie,2416902,poradnia reumatologiczna,57797,23.91,25,0.1
2021,łódzkie,2416902,poradnia reumatologiczna dla dzieci,1836,0.76,1,0
2021,łódzkie,2416902,poradnia transplantologiczna,2651,1.1,3,0.01
2021,łódzkie,2416902,poradnia urologiczna,197512,81.72,50,0.21
2021,łódzkie,2416902,poradnia urologiczna dla dzieci,4764,1.97,5,0.02
2021,łódzkie,2416902,poradnia wad postawy,1970,0.82,6,0.02
2021,łódzkie,2416902,poradnia wenerologiczna,1373,0.57,1,0
2021,łódzkie,2416902,poradnia zaburzeń i wad rozwojowych dzieci,620,0.26,1,0
2021,łódzkie,2416902,pracownia endoskopii,61304,25.36,39,0.16
2021,łódzkie,2416902,pracownia lub zakład medycyny nuklearnej,19055,7.88,4,0.02
2021,łódzkie,2416902,pracownia rentgenodiagnostyki ogólnej,2168,0.9,1,0
2021,łódzkie,2416902,pracownia rezonansu magnetycznego,106648,44.13,23,0.1
2021,łódzkie,2416902,pracownia tomografii komputerowej,101008,41.79,39,0.16
2021,łódzkie,2416902,pracownia usg,1137,0.47,2,0.01
2021,śląskie,4455877,inne pracownie diagnostyczne lub zabiegowe,672,0.15,1,0
2021,śląskie,4455877,mobilna pracownia badań diagnostycznych,860,0.19,1,0
2021,śląskie,4455877,oddział gastroenterologiczny,1154,0.26,1,0
2021,śląskie,4455877,poradnia alergologiczna,176892,39.7,71,0.16
2021,śląskie,4455877,poradnia alergologiczna dla dzieci,113622,25.5,40,0.09
2021,śląskie,4455877,poradnia audiologiczna,14223,3.19,8,0.02
2021,śląskie,4455877,poradnia audiologiczna dla dzieci,6687,1.5,2,0
